Time,TR11A,TR11B,flags
1974-04-02T07:10:26.000Z,252.96047,252.91947,2
1974-04-03T15:37:36.000Z,253.58748,252.69248,0
1974-04-05T19:45:36.000Z,253.96698,252.87298,0
1974-04-08T15:03:06.000Z,254.36698,253.03298,0
1974-04-12T14:42:26.000Z,254.21149,253.00849,0
1974-04-15T15:23:16.000Z,253.5995,253.0205,0
1974-04-17T14:57:26.000Z,253.26898,253.01098,0
1974-04-19T14:51:06.000Z,253.04099,252.99899,2
1974-04-22T15:35:56.000Z,252.79098,252.98898,0
1974-04-24T14:37:46.000Z,252.68948,253.01048,0
1974-04-26T14:41:56.000Z,252.57548,253.00448,0
1974-04-29T14:59:46.000Z,252.40447,252.97547,0
1974-05-01T17:07:06.000Z,253.02198,252.99798,0
1974-05-03T14:59:56.000Z,253.5365,253.0235,0
1974-05-06T14:37:26.000Z,254.1555,253.0245,0
1974-05-08T14:40:56.000Z,254.42,253.08,0
1974-05-10T15:10:16.000Z,254.38398,253.07598,0
1974-05-13T15:12:36.000Z,254.04948,253.09048,0
1974-05-16T03:49:36.000Z,253.44798,253.07198,0
1974-05-17T14:58:26.000Z,253.17849,253.12149,2
1974-05-20T15:19:26.000Z,252.9785,253.0815,0
1974-05-22T15:03:56.000Z,252.81747,253.06247,0
1974-05-24T14:24:36.000Z,252.688,253.052,0
1974-05-27T14:34:36.000Z,252.51049,253.02949,0
1974-05-29T19:39:56.000Z,252.589,253.031,0
1974-05-31T05:02:16.000Z,253.057,253.063,0
1974-06-03T15:13:06.000Z,253.908,253.092,0
1974-06-05T14:50:26.000Z,254.18799,253.11199,0
1974-06-07T14:58:06.000Z,254.377,253.123,0
1974-06-10T19:53:16.000Z,254.21299,253.14699,0
1974-06-12T14:55:06.000Z,253.87148,253.14848,0
1974-06-14T13:36:26.000Z,253.36449,253.17549,0
1974-06-17T14:01:46.000Z,253.0685,253.1115,0
1974-06-19T14:14:06.000Z,252.87598,253.08398,0
1974-06-21T14:55:56.000Z,252.71698,253.06298,0
1974-06-24T14:30:46.000Z,252.56198,253.07798,0
1974-06-26T14:39:46.000Z,252.46299,253.07699,0
1974-06-28T13:35:56.000Z,252.60898,253.03098,0
1974-07-01T14:43:46.000Z,253.48848,253.09148,0
1974-07-03T14:46:16.000Z,253.92148,253.09848,0
1974-07-05T14:58:26.000Z,254.25898,253.14098,0
1974-07-08T14:31:26.000Z,254.28747,253.15247,0
1974-07-10T13:35:06.000Z,254.08149,253.13849,0
1974-07-12T14:54:36.000Z,253.63348,253.14648,0
1974-07-15T14:39:06.000Z,253.1376,253.12234,0
1974-07-17T14:50:06.000Z,252.95949,253.14049,0
1974-07-19T14:56:06.000Z,252.77147,253.10847,0
1974-07-22T15:12:56.000Z,252.55698,253.08298,0
1974-07-24T14:57:06.000Z,252.45449,253.08549,0
1974-07-26T14:42:26.000Z,252.34699,253.07299,0
1974-07-29T14:30:36.000Z,253.01999,253.07999,0
1974-07-31T14:39:26.000Z,253.5245,253.0955,0
1974-08-02T14:34:46.000Z,253.9115,253.0885,0
1974-08-05T15:01:46.000Z,254.22399,253.13599,0
1974-08-07T14:27:56.000Z,254.14048,253.13948,0
1974-08-09T14:41:16.000Z,253.89148,253.12848,0
1974-08-11T13:38:06.000Z,253.40398,253.11598,2
1974-08-14T14:59:16.000Z,252.98299,253.11699,0
1974-08-19T16:01:46.000Z,252.5765,253.1035,0
1974-08-21T15:12:06.000Z,252.41999,253.05999,0
1974-08-23T14:39:06.000Z,252.32948,253.07048,0
1974-08-26T15:16:46.000Z,252.50998,253.06998,0
1974-08-28T15:17:16.000Z,253.0908,253.0292,2
1974-08-30T15:26:06.000Z,253.56849,253.09149,0
1974-09-02T14:38:46.000Z,254.099,253.141,0
1974-09-04T14:42:56.000Z,254.14598,253.13398,0
1974-09-11T00:25:56.000Z,253.38523,252.89473,0
1974-09-13T15:14:16.000Z,252.83249,253.08749,0
1974-09-16T14:45:16.000Z,252.55249,253.04749,0
1974-09-18T14:57:56.000Z,252.4385,253.0615,0
1974-09-20T14:57:56.000Z,252.32347,253.05647,0
1974-09-23T13:57:16.000Z,252.123,252.997,0
1974-09-26T02:46:26.000Z,252.7095,253.0305,0
1974-09-27T14:56:16.000Z,253.17949,252.98049,2
1974-09-30T14:29:36.000Z,253.76797,253.05197,0
1974-10-04T14:37:56.000Z,254.06299,253.09699,0
1974-10-07T14:54:46.000Z,253.78098,253.11898,0
1974-10-09T14:50:06.000Z,253.36199,252.93799,2
1974-10-11T14:33:46.000Z,252.94698,253.07298,0
1974-10-16T14:40:16.000Z,252.469,253.031,0
1974-10-18T14:38:26.000Z,252.34797,253.03197,0
1974-10-21T15:05:26.000Z,252.1705,253.0095,0
1974-10-23T15:26:06.000Z,252.07548,253.00448,0
1974-10-25T17:23:56.000Z,252.67249,252.98749,0
1974-10-29T07:49:06.000Z,253.60448,253.03548,0
1974-10-30T16:01:06.000Z,253.85598,253.04398,0
1974-11-01T16:07:56.000Z,254.06,253.06,0
1974-11-04T11:20:36.000Z,253.9465,253.0535,0
1974-11-06T15:53:06.000Z,253.64048,253.05948,0
1974-11-09T01:32:36.000Z,253.07425,253.04575,0
1974-11-13T16:31:56.000Z,252.57549,253.02449,0
1974-11-15T16:21:06.000Z,252.42697,253.01297,0
1974-11-18T14:58:26.000Z,252.244,252.996,0
1974-11-20T15:52:56.000Z,252.11548,252.96448,0
1974-11-22T15:52:36.000Z,252.145,252.975,0
1974-11-25T15:59:56.000Z,253.04175,253.01825,2
1974-11-27T23:35:06.000Z,253.6565,253.0235,0
1974-12-03T02:35:06.000Z,254.05199,253.04799,0
1974-12-06T16:33:16.000Z,253.76799,252.77199,0
1974-12-09T15:08:46.000Z,252.93997,252.99997,0
1974-12-11T15:40:36.000Z,252.74297,253.01697,0
1974-12-13T15:48:26.000Z,252.58149,253.01849,0
1974-12-16T17:05:36.000Z,252.34397,252.97597,0
1974-12-20T15:37:46.000Z,252.147,252.973,0
1974-12-23T19:54:46.000Z,252.72798,252.97198,0
1974-12-25T16:00:06.000Z,253.14024,253.07974,2
1974-12-27T12:44:06.000Z,253.44398,253.25598,2
